"Address","Suffix","Street","Side","Site","On Street","X","Y","Latitude","Longitude","Inventory Date","Site ID","Species","DBH","Park Name","Growing Space Type","Multi Stem"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755986.939102508,2976933.30733714,42.4162632751,-71.1303395064,"11/29/2018",40388,"oak: swamp white (Quercus bicolor)",29.3,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756418.968888006,2977296.00076714,42.4172533539,-71.1287337614,"11/29/2018",40391,"oak: northern red (Quercus rubra)",19.3,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755969.723229301,2976894.7452574,42.4161576658,-71.1304038793,"11/29/2018",40398,"oak: swamp white (Quercus bicolor)",28.38,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756388.49950455,2977307.41421433,42.4172850362,-71.1288464139,"11/29/2018",40401,"oak: northern red (Quercus rubra)",23.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755926.909850773,2976857.51552702,42.4160560167,-71.1305630233,"11/29/2018",40406,"maple: Norway (Acer platanoides)",9.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756377.084993331,2977267.43442968,42.4171754683,-71.1288893291,"11/29/2018",40411,"oak: northern red (Quercus rubra)",21.8,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755854.821524432,2976667.17025887,42.4155345671,-71.1308330317,"11/29/2018",40414,"maple: red (Acer rubrum)",18.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756346.594668404,2977283.65871426,42.4172203515,-71.1290019816,"11/29/2018",40421,"oak: pin (Quercus palustris)",32.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755838.302384848,2976690.6725843,42.4155992535,-71.1308938283,"11/29/2018",40423,"oak: swamp white (Quercus bicolor)",37,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755852.155300889,2976725.37156843,42.4156943028,-71.1308419724,"11/29/2018",40430,"oak: swamp white (Quercus bicolor)",31.7,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756350.121053175,2977249.99801969,42.4171279448,-71.1289894647,"11/29/2018",40434,"oak: pin (Quercus palustris)",27.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755845.665814111,2976774.4153579,42.4158289556,-71.1308652182,"11/29/2018",40440,"oak: swamp white (Quercus bicolor)",24.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756321.259163897,2977224.85598373,42.4170592997,-71.1290967528,"11/29/2018",40443,"oak: pin (Quercus palustris)",32.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755879.933902569,2976777.93135991,42.4158381965,-71.1307382606,"11/29/2018",40450,"oak: swamp white (Quercus bicolor)",35.8,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756259.252301107,2977160.12067962,42.4168824062,-71.1293274222,"11/29/2018",40454,"oak: northern red (Quercus rubra)",22.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756241.871921397,2977159.56406705,42.4168810861,-71.129391795,"11/29/2018",40456,"maple: red (Acer rubrum)",12.7,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755885.139076351,2976802.48978997,42.4159055228,-71.1307185911,"11/29/2018",40460,"oak: swamp white (Quercus bicolor)",26.7,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756247.544834659,2977187.49182646,42.416957652,-71.1293703374,"11/29/2018",40464,"oak: pin (Quercus palustris)",23.8,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755923.238143524,2976924.85276351,42.4162408331,-71.1305755403,"11/29/2018",40465,"oak: swamp white (Quercus bicolor)",27,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755891.784467144,2976828.97881183,42.4159781295,-71.1306935572,"11/29/2018",40469,"oak: swamp white (Quercus bicolor)",32.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755938.624783222,2976939.83329439,42.4162817567,-71.13051832,"11/29/2018",40471,"oak: swamp white (Quercus bicolor)",25.6,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755900.856605372,2976852.5917455,42.4160428154,-71.1306595827,"11/29/2018",40475,"oak: swamp white (Quercus bicolor)",33.5,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755944.318959846,2976962.95040839,42.4163451222,-71.1304968624,"11/29/2018",40476,"oak: swamp white (Quercus bicolor)",30.4,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755911.354364723,2976881.5028683,42.4161220226,-71.1306202437,"11/29/2018",40480,"oak: swamp white (Quercus bicolor)",35.2,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755968.867206765,2976980.85717794,42.4163939664,-71.1304056675,"11/29/2018",40481,"vacant site: large (vacant site large)",0,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756112.972215621,2977043.06175932,42.4165629406,-71.1298710151,"11/29/2018",40483,"oak: pin (Quercus palustris)",23.8,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755925.242477304,2976908.02317648,42.4161946291,-71.1305683878,"11/29/2018",40484,"oak: swamp white (Quercus bicolor)",33.8,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755987.537819344,2977017.98214543,42.416495615,-71.1303359303,"11/29/2018",40485,"oak: swamp white (Quercus bicolor)",26.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756107.80700224,2977009.36296688,42.4164705329,-71.1298906846,"11/29/2018",40486,"oak: pin (Quercus palustris)",26.3,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"BOSTON AVE",755990.81976789,2977040.60764857,42.4165576602,-71.1303234133,"11/29/2018",40487,"oak: swamp white (Quercus bicolor)",40.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"BOSTON AVE",756002.774213809,2977067.60053298,42.4166315862,-71.1302787099,"11/29/2018",40488,"oak: swamp white (Quercus bicolor)",40.4,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755797.689413196,2976591.14996744,42.4153266463,-71.1310458195,"11/30/2018",40491,"zelkova: Japanese (Zelkova serrata)",24.9,"ALEWIFE BROOK RESERVATION","Open/Unrestricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755752.471296354,2976551.50417522,42.4152183952,-71.1312139042,"11/30/2018",40505,"ash: green (Fraxinus pennsylvanica)",40.3,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755753.565979904,2976521.68063272,42.4151365466,-71.1312103279,"11/30/2018",40514,"maple: red (Acer rubrum)",24.3,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755705.34861205,2976505.59585142,42.415092982,-71.1313891414,"11/30/2018",40526,"stump (Stump)",20,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755680.447741972,2976457.37801894,42.4149609678,-71.1314821244,"11/30/2018",40538,"crabapple: flowering (Malus spp.)",24.2,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755648.549817438,2976463.97566537,42.4149794498,-71.1316001413,"11/30/2018",40549,"crabapple: flowering (Malus spp.)",8.9,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755647.238373502,2976432.21720087,42.4148923204,-71.1316055057,"11/30/2018",40558,"crabapple: flowering (Malus spp.)",7.4,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755531.501008911,2976397.07815017,42.4147972699,-71.1320346581,"11/30/2018",40569,"oak: pin (Quercus palustris)",14.9,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755521.754525674,2976417.72357164,42.4148540362,-71.1320704208,"11/30/2018",40579,"oak: pin (Quercus palustris)",25.7,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755500.962414374,2976424.36934242,42.4148725182,-71.1321473106,"11/30/2018",40590,"oak: pin (Quercus palustris)",20.9,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
0,"X","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",755503.569685637,2976379.63791827,42.4147497446,-71.1321383699,"11/30/2018",40600,"oak: pin (Quercus palustris)",30.3,"ALEWIFE BROOK RESERVATION","Open/Restricted","No"
6,"","BOSTON AVE","Front",0,"BOSTON AVE",761182.603476333,2969180.44455169,42.3949260531,-71.1112297268,"11/12/2018",38320,"pear: callery (Pyrus calleryana)",13.4,"N/A","Well/Pit","No"
7,"","BOSTON AVE","Front",0,"BOSTON AVE",761214.849095805,2969173.39245838,42.3949062987,-71.1111104738,"11/12/2018",38298,"pear: callery (Pyrus calleryana)",8.8,"N/A","Well/Pit","No"
10,"","BOSTON AVE","Front",0,"BOSTON AVE",761202.352118367,2969219.02222116,42.3950316633,-71.111155967,"11/12/2018",38313,"pear: callery (Pyrus calleryana)",6.9,"N/A","Well/Pit","No"
15,"","BOSTON AVE","Front",0,"BOSTON AVE",761248.717257594,2969240.94745172,42.3950912461,-71.1109839546,"11/12/2018",38306,"planetree: London (Platanus x acerifolia)",15.3,"N/A","Well/Pit","No"
16,"","BOSTON AVE","Front",0,"BOSTON AVE",761238.184175355,2969282.71309955,42.3952059829,-71.1110222427,"11/12/2018",38304,"pear: callery (Pyrus calleryana)",11.7,"N/A","Well/Pit","No"
17,"","BOSTON AVE","Front",0,"BOSTON AVE",761260.600567029,2969263.52782476,42.395153058,-71.1109395817,"11/12/2018",38314,"maple: red (Acer rubrum)",7.4,"N/A","Well/Pit","No"
18,"","BOSTON AVE","Front",0,"BOSTON AVE",761250.5828437,2969312.62196707,42.3952878978,-71.1109758381,"11/12/2018",38296,"pear: callery (Pyrus calleryana)",12.1,"N/A","Well/Pit","No"
19,"","BOSTON AVE","Front",0,"BOSTON AVE",761283.609246376,2969313.05879354,42.3952886831,-71.1108535676,"11/12/2018",38322,"pear: callery (Pyrus calleryana)",11.7,"N/A","Well/Pit","No"
24,"","BOSTON AVE","Front",0,"BOSTON AVE",761268.277873555,2969355.6465443,42.3954057359,-71.1109096049,"11/12/2018",38287,"pear: callery (Pyrus calleryana)",11.8,"N/A","Well/Pit","No"
27,"","BOSTON AVE","Front",0,"BOSTON AVE",761321.815193761,2969386.56352575,42.3954899019,-71.1107108879,"11/12/2018",38330,"maple: Norway (Acer platanoides)",9.3,"N/A","Well/Pit","No"
33,"","BOSTON AVE","Front",0,"BOSTON AVE",761341.885070999,2969427.8363658,42.3956029033,-71.1106358919,"11/12/2018",38227,"cherry/plum: spp. (Prunus spp.)",2.6,"N/A","Well/Pit","No"
37,"","BOSTON AVE","Front",0,"BOSTON AVE",761357.314444583,2969463.68478668,42.3957010782,-71.1105781664,"11/12/2018",38235,"linden: littleleaf (Tilia cordata)",15,"N/A","Well/Pit","No"
41,"","BOSTON AVE","Front",0,"BOSTON AVE",761376.879759746,2969504.79868267,42.3958136497,-71.1105050405,"11/12/2018",38240,"pear: callery (Pyrus calleryana)",6.6,"N/A","Well/Pit","No"
42,"","BOSTON AVE","Front",0,"BOSTON AVE",761363.295814396,2969542.09943902,42.3959161732,-71.1105546979,"11/12/2018",38279,"ash: green (Fraxinus pennsylvanica)",16,"N/A","Well/Pit","No"
45,"","BOSTON AVE","Front",0,"BOSTON AVE",761398.875436865,2969543.03173264,42.3959182856,-71.1104229658,"11/12/2018",38247,"maple: red (Acer rubrum)",8,"N/A","Well/Pit","No"
46,"","BOSTON AVE","Front",0,"BOSTON AVE",761380.60234904,2969581.07064211,42.3960228934,-71.11048997,"11/12/2018",38272,"cherry: Yoshino (Prunus x yedoensis)",1.4,"N/A","Well/Pit","No"
49,"","BOSTON AVE","Front",0,"BOSTON AVE",761410.528272504,2969573.46947719,42.3960016608,-71.110379312,"11/12/2018",38254,"maple: Norway (Acer platanoides)",22.4,"N/A","Well/Pit","No"
50,"","BOSTON AVE","Front",0,"BOSTON AVE",761401.148723772,2969622.89247182,42.3961373952,-71.1104131996,"11/12/2018",38265,"linden: littleleaf (Tilia cordata)",14.3,"N/A","Well/Pit","No"
50,"","BOSTON AVE","Side",0,"KIDDER AVE",761382.245180123,2969649.36156017,42.3962102633,-71.1104827337,"11/27/2018",39518,"linden: littleleaf (Tilia cordata)",21.8,"N/A","Well/Pit","No"
53,"","BOSTON AVE","Front",0,"BOSTON AVE",761431.280167107,2969613.71222187,42.3961118268,-71.1103018074,"11/12/2018",38259,"linden: littleleaf (Tilia cordata)",14.7,"N/A","Well/Pit","No"
54,"","BOSTON AVE","Front",0,"BOSTON AVE",761434.766371633,2969693.17096174,42.3963298181,-71.1102875573,"11/27/2018",39549,"linden: littleleaf (Tilia cordata)",14.5,"N/A","Well/Pit","No"
54,"","BOSTON AVE","Side",0,"KIDDER AVE",761399.824447302,2969676.13334379,42.3962835048,-71.1104172019,"11/27/2018",39557,"linden: littleleaf (Tilia cordata)",18.2,"N/A","Well/Pit","No"
57,"","BOSTON AVE","Front",0,"BOSTON AVE",761458.722047894,2969666.94766092,42.3962575609,-71.110199316,"11/27/2018",39526,"linden: littleleaf (Tilia cordata)",27.9,"N/A","Well/Pit","No"
58,"","BOSTON AVE","Front",0,"BOSTON AVE",761455.47686731,2969731.81636554,42.3964356015,-71.1102102324,"11/27/2018",39540,"pear: callery (Pyrus calleryana)",8.6,"N/A","Well/Pit","No"
69,"","BOSTON AVE","Front",0,"BOSTON AVE",761517.756123544,2969783.19961894,42.396575816,-71.1099788017,"11/27/2018",39533,"elm: American (Ulmus americana)",6.7,"N/A","Well/Pit","No"
71,"","BOSTON AVE","Front",0,"BOSTON AVE",761550.230709015,2969849.63038983,42.3967576947,-71.109857454,"11/27/2018",39542,"pear: callery (Pyrus calleryana)",11,"N/A","Well/Pit","No"
74,"","BOSTON AVE","Front",0,"BOSTON AVE",761527.211787827,2969879.10798403,42.3968388701,-71.1099421726,"11/27/2018",39532,"maple: red (Acer rubrum)",14.3,"N/A","Well/Pit","No"
77,"","BOSTON AVE","Front",0,"BOSTON AVE",761561.420734481,2969873.56243075,42.3968232238,-71.1098156225,"11/27/2018",39553,"linden: littleleaf (Tilia cordata)",18.3,"N/A","Well/Pit","No"
86,"","BOSTON AVE","Front",0,"BOSTON AVE",761560.377995608,2970046.83544401,42.3972986983,-71.1098165484,"11/27/2018",39521,"zelkova: Japanese (Zelkova serrata)",14.7,"N/A","Well/Pit","No"
87,"","BOSTON AVE","Front",0,"BOSTON AVE",761604.569281426,2970025.49391287,42.3972395823,-71.1096533095,"11/27/2018",39560,"linden: littleleaf (Tilia cordata)",16.5,"N/A","Well/Pit","No"
94,"","BOSTON AVE","Side",0,"PRICHARD AVE",761454.939471594,2970067.05680671,42.3973555086,-71.1102065502,"11/27/2018",39511,"zelkova: Japanese (Zelkova serrata)",13.8,"N/A","Well/Pit","No"
95,"","BOSTON AVE","Front",0,"BOSTON AVE",761536.380914902,2970171.78592393,42.3976418637,-71.1099032724,"11/27/2018",39628,"cherry/plum: spp. (Prunus spp.)",3.8,"N/A","Well/Pit","No"
111,"","BOSTON AVE","Front",0,"BOSTON AVE",761441.756084941,2970355.83748809,42.3981480884,-71.1102504713,"11/27/2018",39573,"linden: littleleaf (Tilia cordata)",11.7,"N/A","Well/Pit","No"
112,"","BOSTON AVE","Side",0,"PEARSON AVE",761357.234014588,2970295.78800554,42.3979843719,-71.1105643997,"11/27/2018",39595,"maple: Norway (Acer platanoides)",14.4,"N/A","Well/Pit","No"
112,"","BOSTON AVE","Side",0,"PEARSON AVE",761376.797342811,2970338.74048171,42.3981019884,-71.1104912474,"2/6/2019",39604,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
115,"","BOSTON AVE","Front",0,"BOSTON AVE",761426.880380049,2970389.20197886,42.3982398271,-71.1103049791,"11/27/2018",39580,"linden: littleleaf (Tilia cordata)",18.3,"N/A","Well/Pit","No"
128,"","BOSTON AVE","Front",0,"BOSTON AVE",761328.974027513,2970478.40831595,42.3984858362,-71.1106659361,"11/27/2018",39469,"oak: northern red (Quercus rubra)",32.3,"N/A","Open/Restricted","No"
129,"","BOSTON AVE","Front",0,"BOSTON AVE",761359.580092472,2970515.34098165,42.3985867961,-71.110552003,"11/27/2018",39594,"linden: littleleaf (Tilia cordata)",3.4,"N/A","Well/Pit","No"
132,"","BOSTON AVE","Front",0,"BOSTON AVE",761296.889023475,2970548.09286272,42.3986774525,-71.110783543,"11/27/2018",39450,"sweetgum: American (Liquidambar styraciflua)",9.8,"N/A","Well/Pit","No"
132,"","BOSTON AVE","Front",0,"BOSTON AVE",761305.532881018,2970529.7104733,42.398626903,-71.1107518524,"11/27/2018",39462,"sweetgum: American (Liquidambar styraciflua)",14.1,"N/A","Well/Pit","No"
132,"","BOSTON AVE","Side",0,"HIGHLAND RD",761231.919003007,2970525.98806946,42.3986176102,-71.1110244469,"11/14/2018",38664,"maple: Norway (Acer platanoides)",12,"N/A","Tree Lawn/Parkway","No"
132,"","BOSTON AVE","Side",0,"HIGHLAND RD",761242.351575795,2970546.76336839,42.3986744871,-71.1109854729,"11/14/2018",38675,"honeylocust: thornless (Gleditsia triacanthos inermis)",19.4,"N/A","Tree Lawn/Parkway","No"
132,"","BOSTON AVE","Side",0,"HIGHLAND RD",761255.049849178,2970568.44133764,42.3987338125,-71.1109380955,"11/14/2018",38685,"sourwood (Oxydendrum arboreum)",3.3,"N/A","Tree Lawn/Parkway","No"
137,"","BOSTON AVE","Side",0,"BOSTON AVE",761299.952622308,2970631.58869177,42.3989065267,-71.1107707904,"11/14/2018",38748,"linden: littleleaf (Tilia cordata)",13,"N/A","Well/Pit","No"
144,"","BOSTON AVE","Front",0,"BOSTON AVE",761214.389250184,2970677.51278316,42.3990336134,-71.1110867874,"11/14/2018",38732,"ash: green (Fraxinus pennsylvanica)",14.6,"N/A","Well/Pit","No"
151,"","BOSTON AVE","Side",0,"BOSTON AVE",761257.279350632,2970711.11139642,42.3991252713,-71.1109274322,"11/14/2018",38699,"hornbeam: European (Carpinus betulus)",3.5,"N/A","Well/Pit","No"
155,"","BOSTON AVE","Front",0,"BOSTON AVE",756326.829424163,2976939.14231848,42.4162752374,-71.1290807258,"10/23/2018",35552,"elm: Chinese (Ulmus parvifolia)",4.7,"N/A","Well/Pit","No"
159,"","BOSTON AVE","Front",0,"BOSTON AVE",756356.400983763,2976913.37240733,42.416204172,-71.1289716311,"10/23/2018",35553,"pear: callery (Pyrus calleryana)",4.6,"N/A","Well/Pit","No"
163,"","BOSTON AVE","Front",0,"BOSTON AVE",756387.137871326,2976885.30547747,42.4161267897,-71.1288582582,"10/23/2018",35554,"pear: callery (Pyrus calleryana)",6.2,"N/A","Well/Pit","No"
164,"","BOSTON AVE","Side",0,"MYSTIC VALLEY PKWY",756324.04832728,2977109.35442297,42.4167423311,-71.1290882838,"10/23/2018",35559,"vacant site: large (vacant site large)",0,"N/A","Tree Lawn/Parkway","No"
167,"","BOSTON AVE","Front",0,"BOSTON AVE",756419.977780567,2976860.70085745,42.4160588826,-71.1287370418,"10/23/2018",35555,"pear: callery (Pyrus calleryana)",7.6,"N/A","Well/Pit","No"
171,"","BOSTON AVE","Front",0,"BOSTON AVE",756445.126908803,2976833.5688305,42.4159841321,-71.128644347,"10/23/2018",35556,"linden: littleleaf (Tilia cordata)",4.5,"N/A","Well/Pit","No"
175,"","BOSTON AVE","Front",0,"BOSTON AVE",756474.306131395,2976809.52381593,42.4159178042,-71.1285366783,"10/23/2018",35557,"maple: red (Acer rubrum)",6.4,"N/A","Well/Pit","No"
178,"","BOSTON AVE","Front",0,"BOSTON AVE",756431.720005187,2976905.64282379,42.4161820627,-71.1286928335,"10/23/2018",35290,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
178,"","BOSTON AVE","Front",0,"BOSTON AVE",756395.720172635,2976948.45850959,42.4162999786,-71.1288254584,"10/23/2018",35292,"tree-of-heaven (Ailanthus altissima)",33,"N/A","Open/Restricted","No"
179,"","BOSTON AVE","Front",0,"BOSTON AVE",756504.652373809,2976782.79811136,42.4158441063,-71.1284247315,"10/23/2018",35562,"pear: callery (Pyrus calleryana)",6.5,"N/A","Well/Pit","No"
180,"","BOSTON AVE","Front",0,"BOSTON AVE",756500.330683864,2976846.66261538,42.4160194017,-71.1284397053,"10/23/2018",35288,"maple: red (Acer rubrum)",14.1,"N/A","Well/Pit","No"
180,"","BOSTON AVE","Front",0,"BOSTON AVE",756482.741625874,2976862.12516613,42.416062041,-71.1285045917,"10/23/2018",35289,"maple: red (Acer rubrum)",13.7,"N/A","Well/Pit","No"
183,"","BOSTON AVE","Front",0,"BOSTON AVE",756533.641687436,2976758.17676537,42.415776199,-71.1283177759,"1/9/2019",35560,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
184,"","BOSTON AVE","Front",0,"BOSTON AVE",756553.491449762,2976798.35828074,42.4158862194,-71.12824362,"10/23/2018",35286,"maple: red (Acer rubrum)",5.3,"N/A","Well/Pit","No"
184,"","BOSTON AVE","Front",0,"BOSTON AVE",756529.321587518,2976821.65766311,42.4159504417,-71.1283327496,"10/23/2018",35287,"vacant site: small (vacant site small)",0,"N/A","Well/Pit","No"
187,"","BOSTON AVE","Front",0,"BOSTON AVE",756567.476429592,2976726.2865353,42.4156882878,-71.1281929943,"10/23/2018",35561,"maple: red (Acer rubrum)",3,"N/A","Well/Pit","No"
188,"","BOSTON AVE","Front",0,"BOSTON AVE",756575.324080453,2976781.18766042,42.4158388422,-71.1281630467,"10/23/2018",35285,"linden: littleleaf (Tilia cordata)",17.5,"N/A","Well/Pit","No"
